total_tasks,completed_tasks,poisoned_tasks,clean_tasks,error_rate,asr_tool,asr_final,asr_strict,overall_failure_rate,benign_utility,avg_propagation_depth,summarizer_retention_rate,policy_retention_rate,routing_trigger_rate,restricted_tool_rate,final_trigger_rate,avg_latency_seconds,poison_ratio
100,100,10,90,0.0,0.3,0.3,0.3,0.03,1.0,3.5,1.0,0.6,0.3,0.3,0.3,12.54,0.1
